Pet Name,Pet Birthday,Report AddedOn,Report EditOn,Report Temp,Report Reason,Report History,Report Examination,Report DiagnosticImaging,Report Lab,Report Diagnosis,Report Treatment,Report Plan,Report Prescription,Report Advice,Report Assessment,Report vitals,Report Note,Report Weight,Report WeightUnit,VisitExam ExaminationId,VisitExam ReportsId,VisitExam AddedOn,VisitExam Mentation,VisitExam Posture
Cat,2025-11-19,2026-04-19T18:16:00.000,2026-04-19T18:17:42.913,97,Lethargic and REcumbency with loose stool,,,,"Snap test
Double line is seen in feline panleukopenia panel",Feline panleukopenia,"Ringer Lactate, Omitronpet inj, cepftapet inj & Pantopet inj",,,,,,"Prognosis
Poor",,Kg,983.0,1480.0,2026-04-19T18:17:01.367,,
Cat,2025-11-19,2026-04-19T18:47:00.000,,,,,,,,,,,,,,,,,,,,,,
Skyler,2022-04-18,2026-04-19T21:09:00.000,,,,,,,,,,,,,,,,,,,,,,
Mistu,2021-04-18,2026-04-18T19:03:00.000,2026-04-20T19:07:58.687,,Loose stool with blood & Vomition,Complete vaccination & deworming at external vet facility,,,"Rapid snap test
Double line seen on Babesia panel",Babesiosis,"18 April
Stercilin inj & Pantopet inj

19 April
IV Normal saline fluid with Stercilin & Pantopet

20 April
Stercilin inj & Diaminazene inj",,"Gutwell powder
Two spoon twice a day per orally after meal for 10 days

Pantoprazole DSR 40 mg
One capsule per orally at empty stomach for 10 days

Doxycycline 100 mg capsule
Three capsule once a day per orally after meal for 10 days",Simparica after recovery & Repeat snap test after 10 days (30 April),,,,32.0,Kg,985.0,1484.0,2026-04-20T19:06:00.383,,
Sani,,2026-04-21T18:40:00.000,,,Spaying,,,,,,,,"Amox Clav (5ml=200mg)
3ml twice a day per orally after meal for 5 days",,,,,,Kg,986.0,1485.0,2026-04-21T18:41:13.550,,
Rio,2025-02-20,2026-04-20T18:42:00.000,,,"Vaccination
Dhppil & Arv",,,,,,,,,,,,,25.0,Kg,987.0,1486.0,2026-04-21T18:42:57.323,,
haku,2024-01-31,2026-04-21T18:44:00.000,,,Dhppil and Arv Vaccination,,,,,,,,,,,,Vaccination given @ 1500 and Simparica of worth 2000,15.9,Kg,988.0,1487.0,2026-04-21T18:45:32.640,,
Bella,2026-02-27,2026-04-21T18:46:00.000,,,Dhppil booster vaccination,,,,,,,,"My skin lotion
Apply on affected area twice a day

Soft coat
0.5 ml once a day per orally Cont……",,,,,800.0,Gm,989.0,1488.0,2026-04-21T18:47:47.280,,
Luna,2026-02-21,2026-04-21T18:50:00.000,,97,Vomition and Diarrhoea since 3 days with anorexia,,,,"Snap test
Double line was observed in Parvo panel",Parvo virus gastroenteritis with roundworm infestation,Supportive IV FLUID administration with gastric protectant inj & Antiobiotic in,,,,,,Daily follow up is needed twice a day but it may depend upon Luna health status as well,4.0,Kg,990.0,1489.0,2026-04-21T18:52:55.140,,
Joya,2026-02-21,2026-04-21T18:59:00.000,,,Loose stool,Feeding is normal,,,,,DHPPil Vaccination with kepro inj,,,,,,,3.0,Kg,991.0,1490.0,2026-04-21T19:00:27.223,,
Ri Ri,2025-04-22,2026-04-22T14:45:00.000,2026-04-23T07:52:03.167,,Castration,,,,,,Ceftapet inj given and Vaccination (PHC & Arv) given,,,,,,,4.0,Kg,992.0,1491.0,2026-04-22T14:45:30.220,,
Jacky,2021-04-23,2026-04-23T07:56:00.000,,,"Home visit was made for vaccination
(Dhppil & Arv)",,,,,,,,,,,,,,Kg,993.0,1492.0,2026-04-23T07:57:19.690,,
Supu,2014-03-14,2026-04-23T07:58:00.000,,,Home visit for vaccination,,,,,,,,,,,,,,Kg,994.0,1493.0,2026-04-23T07:58:48.540,,
Sheru,2021-04-23,2026-04-22T08:01:00.000,,,"Home vaccination was made for Dhppil & Arv
Cough",,,,,,"Dhppil & Arv

Pet o Kuff 
10 ml twice a day per orally after meal for 10 days

Cadistin inj
1.5 ml SC",,,,,,,,Kg,995.0,1494.0,2026-04-23T08:02:36.133,,
Oreo,2013-11-02,2026-04-22T08:03:00.000,2026-04-23T08:10:01.250,,Loose stool with blood and Anorexia,Complete vaccination and deworming at external vet facility,,,"Snap test of blood parasite
No double line was observed on blood parasite panel

Negative for Babesia, Anaplasma & E canis blood parasite",Gastroenteritis,Intravenous fluid with supportive treatment including gastric protectant inj and antibiotic,,"Gut care
2 tea spoon twice a day with meal for 10 days

Pantopet 10 mg tablet
One tablet at empty stomach per orally for 10 days",,,,,10.0,Kg,996.0,1495.0,2026-04-23T08:06:59.150,,
Oreo,2013-11-02,2026-04-23T08:07:00.000,,,,,,,,,,,,,,,,,,,,,,
Oreo,2013-11-02,2026-04-23T08:08:00.000,,,,,,,,,,,,,,,,,,,,,,
Gori,2025-08-12,2026-04-24T14:24:00.000,2026-04-24T14:28:13.740,,,,,,,,,,,,,,"Gross Description
The submitted ovarian tissue is enlarged and irregular in contour. The cut surface shows a heterogeneous appearance with mixed solid and cystic areas. In some regions, firm white to gray tissue is observed with focal areas containing calcified material.

Microscopic Description
Sections reveal a well demarcated but unencapsulated neoplastic mass composed of multiple differentiated tissue types originating from different germ layers. The tissues are arranged in a disorganized manner but show good differentiation. Cellular atypia is minimal and mitotic figures are rare. No evidence of vascular invasion or necrosis is observed.",,Kg,997.0,1498.0,2026-04-24T14:27:23.930,,
Jacky,2014-12-08,2026-04-24T14:56:00.000,,,,,,,,,,,,,,,,,,,,,,
MIsty,2016-10-07,2026-04-25T11:03:00.000,,,,,,,,,,,,,,,,,,,,,,
Munu,2014-04-25,2026-04-25T11:17:00.000,,,Vaccination and cough,,,,,,Dhppil & Arv along with Curapet inj & Stercilin inj,,,,,,,,Kg,998.0,1501.0,2026-04-25T11:17:39.877,,
Sanu,2025-06-19,2026-04-23T11:24:00.000,,,Vaccination,,,,,,PHC & ARV,,,,,,,,Kg,999.0,1502.0,2026-04-25T11:24:43.100,,
Snowy,2020-04-25,2026-04-25T11:34:00.000,,101,Hind limb lameness since 3-4 days,Delivered puppy 2 month ago,,"X ray
Stool impacted",,,Stercilin inj & Curapet inj,,,,,,,7.2,Kg,1000.0,1503.0,2026-04-25T11:35:27.657,,
Bunny,,2026-04-22T11:39:00.000,,,Dog fight and wound near eye,,,,,,Dhppil & Arv,,,,,,,,Kg,1001.0,1504.0,2026-04-25T11:40:27.760,,
Unknown,2025-04-25,2026-04-23T11:51:00.000,,,Hindlimb limping,,,,,,Meloxicam inj,,"Melowin tablet
Two tablet after meal on 24 April and then one tablet once a day per orally after meal for 8 days",,,,,18.0,Kg,1002.0,1505.0,2026-04-25T11:53:07.403,,
Floki,2022-09-18,2026-04-26T15:16:00.000,2026-04-26T21:25:00.643,104.8,"Inappetance, vomition & Loose motion",Complete history of vaccination & three tablets of deworming medicine on 25 April 2026,,,"Stool test
Isospora seen

Amylase and liver enzyme is elevated

Ehr Ana Bab Snap test
No test line was observed",Gastroenteritis with coccidia,Stercilin inj and Pantopet inj,,"Pet o Liv
10 ml twice a day per orally after meal for 10 days

Doxycycline 100 mg capsule
Three capsule once a day per orally after meal for 10 days

Pantaprazole 10 mg tablet
Two tablet once a day per orally at empty stomach for 10 days

Dewormer tablet
Two tablet in divided dose (morning and evening) as the three tablet is given already (mentioned in history)",,,,If the appetite does not resolve then intravenous therapy is advised,35.0,Kg,1003.0,1506.0,2026-04-26T15:19:50.783,,
Butkus,2015-04-26,2026-04-26T21:02:00.000,,,Home visit was made as the dog is unable to stand,,,,,,,,,,,,,,Kg,1004.0,1507.0,2026-04-26T21:02:38.950,,
Butkus,2015-04-26,2026-04-26T21:02:00.000,,,,,,,,,,,"Melowin 2.5 mg tablet
One tablet once a day per orally after meal (if needed)

Ven disc
Two tablet once a day per orally after meal for 30 days

Laculax (if constipation present)
10 ml twice a day only if needed",,,,,,Kg,1005.0,1508.0,2026-04-26T21:04:58.457,,
Butkus,2015-04-26,2026-04-26T21:05:00.000,,,,,,,,,,,,,,,,,,,,,,
Floki,2022-09-18,2026-04-26T21:18:00.000,,,,,,,,,,,,,,,,,,,,,,
Brownie,2020-11-06,2026-04-28T14:58:00.000,2026-04-29T14:59:25.893,,Home visit was made for vaccination and blood test,,,,,,Dhppil & Arv Vaccination was given,,,,,,,18.0,Kg,1006.0,1511.0,2026-04-29T14:59:07.043,,
Lab,2022-04-17,2026-04-29T15:00:00.000,,,,,,,,,,,,,,,,,,,,,,
Broon,2026-02-14,2026-04-27T15:04:00.000,2026-04-29T15:04:56.023,,,,,,,,,,,,,,,1.4,Kg,1007.0,1513.0,2026-04-29T15:04:56.027,,
Coco,2020-04-29,2026-04-28T15:10:00.000,,,Home visit was made for Dhppil & Arv Vaccination,,,,,,,,,,,,,,Kg,1008.0,1514.0,2026-04-29T15:10:38.280,,
Joy,2022-06-29,2026-04-28T15:12:00.000,,,Dhppil & Arv Vaccination at home,,,,,,,,,,,,,,Kg,1009.0,1515.0,2026-04-29T15:13:06.850,,
Soul,2022-11-24,2026-04-27T15:15:00.000,,,PHC VACCINATION BOOSTER WAS GIVEN,,,,,,,,,,,,,,Kg,1010.0,1516.0,2026-04-29T15:16:00.410,,
Kaya,2026-02-20,2026-04-24T15:19:00.000,,,DHPPil vaccination,,,,,,,,,,,,,,Kg,1011.0,1517.0,2026-04-29T15:19:43.340,,
Snowy,2020-04-25,2026-04-29T16:34:00.000,,,,,,,,,Curapet inj & Conciplex inj,,"Hepasupport tablet
One tablet once a day per orally after meal for 30 days

Ven disc tablet
One tablet once a day per orally after meal for 30 days",,,,,7.2,Kg,1012.0,1518.0,2026-04-29T16:35:55.237,,
Snowy,2020-04-25,2026-04-26T16:36:00.000,,,,,,,,,Stercilin inj & Curapet inj,,,,,,,7.2,Kg,1013.0,1519.0,2026-04-29T16:36:17.020,,
Snowy,2020-04-25,2026-04-27T16:36:00.000,,,,,,,,,Stercilin inj & Curapet inj,,,,,,,7.2,Kg,1014.0,1520.0,2026-04-29T16:36:41.417,,
Bella,2026-02-27,2026-04-22T16:38:00.000,,,Follow up,,,,,,Dhppil vaccination was given,,"Soft coat
0.5 ml once a day per orally cont

My skin lotion
Apply on affected area twice a day",,,,,800.0,Gm,1015.0,1521.0,2026-04-30T16:41:34.070,,
Lily,,2026-05-01T18:43:00.000,,,Routine surgery (Spaying),Complete vaccination & Deworming at external veterinary facility,,,,,OVH was done by flank method,,,,,,,2.4,Kg,1016.0,1522.0,2026-05-01T18:44:41.963,,
Cat,2026-02-01,2026-05-01T18:49:00.000,,,,,,,,,PHC & ARV,,"Allergia tablet
Half tablet once a day per orally after meal for 10 days

Pet o cal
3 ml once a day per orally after or with meal Cont",,,,,1.2,Kg,1017.0,1523.0,2026-05-01T18:49:39.363,,
JOE,,2026-05-01T18:54:00.000,2026-05-01T18:55:20.947,,Left hind limb limping,Complete vaccination and deworming,,,,,,,"Melowin 2.5 mg tablet
Two tablet per orally after meal once a day for 5 days

Absolute calcium
One tablet once a day after or with meal for 50 days",,,,,18.0,Kg,1018.0,1524.0,2026-05-01T18:54:52.970,,
Rambo,2021-10-29,2026-05-01T18:56:00.000,2026-05-01T18:58:27.817,,Repeat hematoma on hump region slightly below previous one,Complete vaccination and deworming,,,,,"General anesthesia was given and seizure attack was noticed

Ceftriaxone was placed of 100 mg on hematoma site after stab incisions 

Ceftriaxone 1 gm was given

Meloxicam inj",,"Allergia tablet
Two tablet twice a day per orally after meal for 7 days

Amox Clav 625 mg tablet
One tablet twice a day per orally after meal for 10 days",,,,,,Kg,1019.0,1525.0,2026-05-01T18:57:47.093,,
Sookie,2025-08-15,2026-04-30T19:01:00.000,2026-05-01T19:02:56.313,,Loose motion with blood in stool,Complete vaccination and deworming,,,"Stool test
Isospora",Gastroenteritis,Ranivapet inj & Omitron pet inj,,"Gutwell powder
One spoon twice a day

Glossy coat
3 stroke once a day",,,,,,Kg,1020.0,1526.0,2026-05-01T19:02:39.610,,
Community dog,2025-04-29,2026-04-23T19:07:00.000,2026-05-01T19:09:41.347,,Demodectic mange,,,,,,"General anesthesia was given and ivermectin with Curadex inj

Coxybol spray was applied",,,,,,,,Kg,1021.0,1527.0,2026-05-01T19:08:20.407,,
Community dog,2025-04-29,2026-04-30T19:08:00.000,,,Follow up,,,,,,Ivermectin inj & Curadex inj,,,,,,,,Kg,1022.0,1528.0,2026-05-01T19:08:48.523,,
Kali,2022-05-01,2026-04-27T19:10:00.000,,,,Vaccination was done at external veterinary facility,,,,,,,Ceftapet inj & Melox inj,,,,,,Kg,1023.0,1529.0,2026-05-01T19:11:50.310,,
DALLI,2019-05-02,2026-05-02T09:35:00.000,,,fallen from 2 storeyed building,,,,,,,,,,,,,8.6,Kg,1024.0,1530.0,2026-05-02T09:35:36.073,,
Jimmy,2012-11-03,2026-05-03T10:45:00.000,2026-05-03T11:15:09.777,100.7,"Anorexia since 3 days
Vomition & sudden eyemovement",Complete vaccination and deworming at external veterinary facility,,,"Ehr Ana Bab snap test
No double line was observed",,"Normal saline, Pantopet inj & Ceftapet inj",,,,,,"Blood was withdrawn to test CBC, LFT & KFT Including Amylase",10.0,Kg,1025.0,1531.0,2026-05-03T10:49:33.813,,
Puku,2021-02-05,2026-05-03T17:43:00.000,,,,,,,,,,,"Allergia tablet
One tablet once a day after meal for 30 days

Simparica 
One third tablet once",,,,,,Kg,1026.0,1532.0,2026-05-03T17:44:02.373,,
Shelby,2019-09-10,2026-05-03T17:44:00.000,,,Vaccination,,,,,,Dhppil & Arv,,,,,,,10.0,Kg,1027.0,1533.0,2026-05-03T17:44:48.857,,
Puppy,2026-04-03,2026-05-03T17:48:00.000,2026-05-03T17:50:21.877,,One puppy has ocular discharge whereas other has inflammation on head,"Appetite normal, No vomition & Diarrhoea",,,"CDV AG TEST KIT
 No double line was observed",,,,"Serelac Powder
2 tsp four times a day in lukewarm water

Amox Clav (5ml=200mg)
0.5 ml once a day per orally after meal for 5 days",,,,,1.2,Kg,1028.0,1534.0,2026-05-03T17:49:19.317,,
Jimmy,2012-11-03,2026-05-04T10:54:00.000,,,,,,,,,,,,,,,,,,,,,,
Jimmy,2012-11-03,2026-05-04T10:59:00.000,,,,,,,,,,,"Mind Calming Tablet
One tablet once a day per orally after meal for 30 days

Pantaprazole DSR 40 mg Capsule
One capsule once a day at empty stomach for 10 days

Fenbendazole 120 mg tablet
One tablet once a day at empty stomach for 10 days",,,,,10.0,Kg,1029.0,1536.0,2026-05-04T10:59:43.867,,
Japanese spitz,2017-05-05,2026-05-04T11:05:00.000,,,,,,,,,,,,,,,,,,,,,,
khaire,2023-05-10,2026-05-04T17:06:00.000,2026-05-05T17:09:52.667,102.5,Left eye swollen,Incomplete vaccination,,,"CDV Ag test
No double line was observed",Conjunctivitis,"Dhppil & Arv Vaccination

Melox inj",,"Cipro eye drop
As advised by vet

Allergia tablet
One tablet twice a day per orally after meal for 14 days",,,,,20.0,Kg,1030.0,1538.0,2026-05-05T17:07:20.217,,
Leo,2026-03-05,2026-05-05T17:11:00.000,,,Vaccination & itchiness,,,,,,DHPPil vaccination,,,,,,,1.6,Kg,1031.0,1539.0,2026-05-05T17:11:39.303,,
Cat,2024-05-05,2026-05-05T17:13:00.000,,,Spaying,,,,,,,,,,,,,4.0,Kg,1032.0,1540.0,2026-05-05T17:13:47.507,,
Cat,2025-05-06,2026-05-06T19:26:00.000,,,"Anorexia since 3 days
vomit today only : salivation",Lost 3 days ago,,,Snap test,,,,,,,,,,Kg,1033.0,1541.0,2026-05-06T19:27:55.093,,
Pluto,2016-05-06,2026-05-06T19:31:00.000,,,Surgery,,,,,,,,,,,,,23.0,Kg,1034.0,1542.0,2026-05-06T19:31:21.793,,
Mistu,2021-04-18,2026-05-05T09:00:00.000,2026-05-07T09:04:36.440,,Itching and follow up,,,,"Snap test 
Still double line is observed on Babesia panel",Babesiosis ( Sub clinical),Diaminazene inj  &Cadistin inj,,"Allergia pro supplement
Three tablet once a day per orally for 5 days

Doxycycline 100 mg capsule
Three capsule once a day per orally after meal for 14 days

Metronidazole 400 mg
One tablet twice a day per orally after meal for 5 days",,,,,32.0,Kg,1035.0,1543.0,2026-05-07T09:01:12.070,,
Fury,2025-05-07,2026-05-05T09:03:00.000,2026-05-07T09:05:32.210,,Itching,,,,,,Antihistamine inj,,"Allergia pro supplement
Three tablet once a day per orally for 5 days",,,,If the itchiness doesnot subside within 5 days then Prednisolone 10 mg tablet should be initiated under the guidance of vet with diet modification,28.0,Kg,1036.0,1544.0,2026-05-07T09:04:04.370,,
Kiara,2026-03-28,2026-05-06T09:15:00.000,,,Vaccination,,,,,,PHC VACCINATION,,,,,,,,Kg,1037.0,1545.0,2026-05-07T09:15:23.920,,
Charlie,2024-08-29,2026-05-07T09:52:00.000,2026-05-07T10:17:04.207,,,,,,"Snap test
Double line seen on Babesia and e canis panel","Flea allegic dermatitis 

Ehrlichiosis & Babesiosis",Conamectin inj & Cadistin inj,,"Doxycycline 100 mg tablet
One tablet and half tablet once a day per orally after meal for 30 days

Metronidazole 400 mg tablet
One tablet twice a day per orally after meal for 5 days

Rabeprazole 20 mg tablet
One tablet once a day per orally at empty stomach for 10 days (If vomition present)",,,,,15.0,Kg,1038.0,1546.0,2026-05-07T10:05:17.480,,
Iveri,2025-05-07,2026-05-07T16:00:00.000,,103.7,Spaying Surgery,,,,,,,,,Advised for blood test before surgery,,,,9.8,Kg,1039.0,1547.0,2026-05-07T16:00:47.873,,
Bhuntu,2014-10-29,2026-05-08T18:21:00.000,,102.7,anorexia,presence of flea and ticks,,,High Creatinine and double line seen on Ecanis panel of snap test,Ehrlichiosis and Renal insuffieceny,"Normal Saline, Conciplex inj & Omitron pet inj",,"Kidney well
5 ml twice a day per orally Cont",,,,,8.2,Kg,1040.0,1548.0,2026-05-08T18:25:36.580,,
Bhuntu,2014-10-29,2026-05-08T18:27:00.000,,,,,,,,,,,,,,,,,,,,,,
Kira,2024-05-08,2026-05-08T19:24:00.000,,,"Vaccination
Dhppil & Arv",,,,,,,,,,,,Attained by Vet tech Puja thapa,,Kg,1041.0,1550.0,2026-05-08T19:24:28.603,,
Moti,2025-05-08,2026-05-08T19:25:00.000,,,"Vaccination
Dhppil & Arv",,,,,,,,,,,,Attained by Vet tech Puja thapa,,Kg,1042.0,1551.0,2026-05-08T19:25:49.857,,
Dausi,2025-05-08,2026-05-08T19:28:00.000,2026-05-08T19:32:10.663,103.7,"Skin issue
Alopecia and itching",,,,"Skin impression test

NAD",Flea allergic dermatitis,Cadistin inj & Conmectin inj,,"Prednisolone 10 mg
Half tablet once in 48 hour after meal for 4 times",,,,Follow up on 15 may 2026,3.6,Kg,1043.0,1552.0,2026-05-08T19:31:51.803,,
JUJU,2016-09-15,2026-05-06T19:35:00.000,,,"Vaccination 
Dhppil, Ccov & Arv",,,,,,,,,,,,,9.4,Kg,1044.0,1553.0,2026-05-08T19:36:16.100,,
Peanut,2021-05-09,2026-05-09T12:23:00.000,2026-05-12T18:41:09.643,99,watery Vomit & Bloody stool,"presence of fleas and ticks
off feed since yesterday night",,,"Ehr Ana Bab Test
Double line seen on Babesia panel",Babesiosis,"Normal saline with setercilin inj, Tranexamic and Ondancetron inj",If the appetite doesnot return then IV Fluid is advised,"After apetite returns
Doxycycline 100 mg capsule
Two Capsule once a day per orally after meal for 30 days

Pantaprazole DSR 40 mg capsule
one capsule once a day per orally at empty stomach for 30 days",,,,"10 or 11 May 2026
Imizet inj should be followed

11 may 2026
Injection of Diaminazene was given",20.0,Kg,1045.0,1554.0,2026-05-09T12:24:43.597,,
Blossom,2020-12-30,2026-05-09T10:07:00.000,,,Dhppil & Arv,,,,,,,,,,,,,15.0,Kg,1046.0,1555.0,2026-05-10T10:08:10.400,,
Peanut,2021-05-09,2026-05-10T10:28:00.000,,,,,,,,,,,,,,,,,,,,,,
Bella,2025-11-12,2026-05-12T18:15:00.000,2026-05-13T15:26:41.360,,Anorexia,Complete vaccination and deworming at external veterinary facility,,,"stool test
round worm and giardia

Snap test
Double line seen on parvo virus panel",Roundworm & Parvo Positive,"Normal saline, Ranivapet inj & Concivetpet inj",,"Ventriliv pet tablet
Two Tablet twice a day per orally after meal for 10 days",If the sign doesnot resolve then continue iv fluid is advised,,,,18.0,Kg,1047.0,1557.0,2026-05-12T18:18:52.927,,
Coco,2026-01-25,2026-05-11T18:38:00.000,,,Dhppil & Arv Vaccination,,,,,,,,,,,,,,Kg,1048.0,1558.0,2026-05-12T18:39:07.220,,
Bhai,2025-05-12,2026-05-12T19:07:00.000,,,Leg wound & Neutering,,,,,,,,,,,,,4.0,Kg,1049.0,1559.0,2026-05-12T19:08:42.210,,
Alex,,2026-05-11T19:14:00.000,,,Dhppil & Arv Booster Vaccination,,,,,,,,,,,,,4.8,Kg,1050.0,1560.0,2026-05-12T19:14:45.800,,
Pluto,2016-05-06,2026-05-10T19:17:00.000,,,Vomition,,,,"X ray
NAD",,Omitronpet inj & Tranostat inj,,"Ventriliv pet
Two tablet twice a day per orally once a day after meal for 10 days",,,,,23.0,Kg,1051.0,1561.0,2026-05-12T19:18:29.023,,
Bella,2026-02-27,2026-05-10T19:19:00.000,,,Follow up,,,,,,Cadistin inj,,"Allergia tablet
Half tablet once a day per orally after meal for 10 days

Prednisolone 10 mg
One fourth tablet once a day after meal in 48 hour interval for 2 times",,,,,800.0,Gm,1052.0,1562.0,2026-05-12T19:20:35.263,,
